Reviews,polarity,subjectivity,label
video and audio are pretty fine but there are multiple interface issues and one bug when someone calls you you reject and meet shows speaker icon but the actual sound comes from earpiece,0.21333333333333337,0.4,positive
myhangoutfriend,0.0,0.0,neutral
the app quite good for purpose meeting and teaching would great you could allow the meeting recorded pls add this feature,0.75,0.675,positive
itdecent,0.0,0.0,neutral
fentastic app for meeting and online classes but doesnhave record options android app itonly available website version kindly provide the option android app also,0.5,0.65,positive
all high quality,0.16,0.5399999999999999,positive
very best app,1.0,0.39,positive
isgreat app but doesnwork with one computer with googlehave run with firefox like camera doesnwork matter how fast internet connection evenhave allowed camera access,0.2,0.6,positive
good app for online class but have some minor problems,0.32499999999999996,0.4,positive
best application for meeting and group video call,1.0,0.3,positive
really good for online sessions,0.7,0.6000000000000001,positive
ita good app but consumes too much data and need option present screen only host these two things are great need,0.33999999999999997,0.51,positive
needconfirmation prompt when exiting avoid leaving accidentaly,0.0,0.0,neutral
itgood application,0.0,0.0,neutral
app good but consumeslot data please try correct this that the app will consume less data,0.26666666666666666,0.33333333333333337,positive
that exelent app this app complete our school classes but the video quality mideam sudenly the video quality haze also good and laptop the quality midiam very useful lockdown time,0.39666666666666667,0.3333333333333333,positive
sometimes the voice and video breaking,0.0,0.0,neutral
this aap good,0.7,0.6000000000000001,positive
the service good but you should add the features sharing whiteboard and the feature annotations,0.7,0.6000000000000001,positive
give stars because some times the video not clear but audio super,0.14166666666666666,0.5249999999999999,positive
this really good app for school meets buthave come here say that android tablet doesnt give the option gridview layout andtried the chrome extension but doesnt work not sure what maybe you could update the app that can also accessible for android too thanks that was fixedwould then give this app stars,0.25625,0.5159722222222223,positive
generally good app but sometimes should automatically disconnect from meeting and whenrejoin the meeting then says rate this app and disconnect,0.7,0.6000000000000001,positive
feel more better ifcan mute someone from side,0.5,0.5,positive
excellent app,1.0,1.0,positive
mike and video cam turned suddenly without knowledgenever wanted turn was very embarrassing can someone tell why happened plus class was disturbed anddidnt know until one the meeting members contacted menever expected this,0.03333333333333333,0.4000000000000001,positive
good app but always asking rating,0.7,0.6000000000000001,positive
always ask for rating please dondisturb,0.0,0.0,neutral
best app arrange online classes,1.0,0.3,positive
tried quitefew times but always shows failed join meeting what shoulddo,-0.5,0.3,negative
well isgreat app butconsider adding like option where you can choose who you want sendmessage like private messages that not the intire meeting can see the message for example you want sendmessage the boss teacher etc but you canbecause everyone will see the message but other than thatwould rate five star andrecommend other people great job google,0.1375,0.46875,positive
this isgood app butcanchange name canchat personally toparticipant after sometime the previous chats vanish and can more see them only the new chats are then showing option mute other participants our host also not getting the admit option after our participants reach also only participants mobile compared laptop why this discrimination otherwise good but these problems are not there zoom app,0.1305871212121212,0.5495265151515152,positive
itsgood app but thenthink that there should option for the host mute everyone cause its too disturbing when someone doesnmute but the best app for online classes its but then need more features liked but not much give stars bext timewant more features,0.3333333333333333,0.5166666666666667,positive
gave stars becausecannot rename may bedonknow plzz help orelse stars,0.0,0.0,neutral
good app nice one,0.6499999999999999,0.8,positive
exits from the meeting frequently even while rating,0.1,0.3,positive
good valo app,0.7,0.6000000000000001,positive
need more useful features like zoom,0.4,0.25,positive
love this game,0.04999999999999999,0.5,positive
very fantastic,0.52,1.0,positive
the google meet isvery good softwaream really having good meetings but you should add pictures sending the chat boxshould appreciate this work easy meet many people very easily using google meet,0.5161111111111111,0.6222222222222222,positive
itsgood app but the voice could not clearly,-0.05000000000000001,0.3833333333333333,negative
simple functioning great experience,0.4,0.5535714285714286,positive
itnice ita very useful app for schools conduct classes during this quarantine,0.39,0.0,positive
havebetter experience from this app least huge amount people attend ingroup meeting video call which suitable for any office and also forstudent hencerate this app but also some minor problems the sound echo which createproblem during meeting lastsay itjustbetter platform for meeting more than any other app from goggle play store thank you,0.19642857142857142,0.5035714285714286,positive
this app gets better when there isrecording feature video meeting thatwhygiving star when there recording facility thengive star,0.5,0.5,positive
showing,0.0,0.0,neutral
this app good but sometimes not coming please check that,0.7,0.6000000000000001,positive
